municipio,vif_total,alimentos_familia_total,medidas_proteccion_total,inasistencia_total,ivf_score_bruto,ivf_score_ponderado,ivf_tasa_100k,alerta
SAN VICENTE FERRER,12,0,0,0,4.800000000000001,0.0,3.2000000000000006,False
SAN ZENON,11,0,0,0,4.4,0.0,2.2,False
SANTA BARBARA DE PINTO,31,0,0,0,12.400000000000002,0.0,4.133333333333334,False
SANTA HELENA DEL OPON,19,0,0,0,7.6000000000000005,0.0,3.04,False
BURITICA,16,0,0,0,6.4,0.0,2.56,False
BUSBANZA,4,0,0,0,1.6,0.0,1.0666666666666667,False
CACHIRA,18,0,0,0,7.200000000000001,0.0,2.4,False
CAICEDO,17,0,0,0,6.800000000000001,0.0,2.7199999999999998,False
CAIMITO,25,0,0,0,10.0,0.0,3.3333333333333335,False
LOURDES,14,0,0,0,5.6000000000000005,0.0,2.8,False
MACANAL,13,0,0,0,5.2,0.0,2.5999999999999996,False
MACARAVITA,4,0,0,0,1.6,0.0,1.0666666666666667,False
MAGUI,14,0,0,0,5.6000000000000005,0.0,2.2399999999999998,False
CEPITA,1,0,0,0,0.4,0.0,0.8,False
CERINZA,13,0,0,0,5.2,0.0,2.08,False
CERRO DE SAN ANTONIO,1,0,0,0,0.4,0.0,0.8,False
CERTEGUI,3,0,0,0,1.2000000000000002,0.0,0.8000000000000002,False
CHALAN,14,0,0,0,5.6000000000000005,0.0,2.2399999999999998,False
SAN ANDRES DE SOTAVENTO,7,0,0,0,2.8000000000000003,0.0,1.12,False
SAN BENITO,5,0,0,0,2.0,0.0,2.0,False
RONDON,16,0,0,0,6.4,0.0,2.56,False
SABANAS DE SAN ANGEL,16,0,0,0,6.4,0.0,2.5599999999999996,False
SACAMA,6,0,0,0,2.4000000000000004,0.0,1.2000000000000002,False
SACHICA,33,0,0,0,13.200000000000001,0.0,4.3999999999999995,False
LLORO,18,0,0,0,7.200000000000001,0.0,2.88,False
LOPEZ,8,0,0,0,3.2,0.0,2.1333333333333333,False
SANTACRUZ,31,0,0,0,12.400000000000002,0.0,4.133333333333334,False
SAPUYES,20,0,0,0,8.0,0.0,2.6666666666666665,False
BETEITIVA,4,0,0,0,1.6,0.0,1.6,False
BOJAYA,4,0,0,0,1.6,0.0,1.6,False
LA CAPILLA,15,0,0,0,6.0,0.0,2.0,False
CIENEGA,13,0,0,0,5.2,0.0,2.08,False
RIO IRO,7,0,0,0,2.8000000000000003,0.0,1.4,False
RIO QUITO,4,0,0,0,1.6,0.0,1.0666666666666667,False
RIO VIEJO,13,0,0,0,5.200000000000001,0.0,2.0799999999999996,False
ROBERTO PAYAN,6,0,0,0,2.4000000000000004,0.0,1.2,False
CHAMEZA,8,0,0,0,3.2,0.0,1.28,False
CHARTA,11,0,0,0,4.4,0.0,1.7600000000000002,False
CHINAVITA,19,0,0,0,7.6000000000000005,0.0,3.04,False
CHIPATA,5,0,0,0,2.0,0.0,1.0,False
CHIQUIZA,26,0,0,0,10.4,0.0,3.466666666666667,False
LA JAGUA DEL PILAR,10,0,0,0,4.0,0.0,1.3333333333333333,False
FLORIAN,16,0,0,0,6.4,0.0,3.2,False
BUCARASICA,4,0,0,0,1.6,0.0,1.0666666666666667,False
SATIVASUR,5,0,0,0,2.0,0.0,2.0,False
SIN INFORMACION,7,0,0,0,2.8000000000000003,0.0,1.866666666666667,False
SIPI,3,0,0,0,1.2000000000000002,0.0,1.2000000000000002,False
SOCHA,15,0,0,0,6.0,0.0,2.0,False
SOCOTA,23,0,0,0,9.200000000000001,0.0,3.0666666666666664,False
SOLITA,24,0,0,0,9.600000000000001,0.0,3.1999999999999997,False
BARRANCO DE LOBA,20,0,0,0,8.0,0.0,3.2,False
BARRANCO MINAS,1,0,1,1,0.7000000000000001,0.0,0.7,False
LA TOLA,3,0,0,0,1.2000000000000002,0.0,1.2000000000000002,False
BELEN DE BAJIRA,3,0,0,0,1.2000000000000002,0.0,2.4,False
BELMIRA,15,0,0,0,6.0,0.0,3.0,False
JORDAN,3,0,0,0,1.2000000000000002,0.0,1.2000000000000002,False
BERBEO,5,0,0,0,2.0,0.0,1.3333333333333333,False
PURISIMA DE LA CONCEPCION,9,0,0,0,3.6000000000000005,0.0,1.7999999999999998,False
RECETOR,4,0,0,0,1.6,0.0,1.0666666666666667,False
REGIDOR,15,0,0,0,6.0,0.0,2.0,False
PURISIMA,21,0,0,0,8.4,0.0,3.3600000000000003,False
CHISCAS,13,0,0,0,5.200000000000001,0.0,1.7333333333333334,False
CHITA,5,0,0,0,2.0,0.0,1.3333333333333333,False
CHITAGA,24,0,0,0,9.600000000000001,0.0,3.84,False
CHIVOR,17,0,0,0,6.800000000000001,0.0,3.4,False
MANAURE BALCON DEL CESAR,9,0,0,0,3.6,0.0,1.44,False
MANTA,27,0,0,0,10.8,0.0,3.6,False
MARMATO,15,0,0,0,6.000000000000001,0.0,2.4,False
REMOLINO,3,0,0,0,1.2000000000000002,0.0,0.8000000000000002,False
MATANZA,16,0,0,0,6.4,0.0,2.1333333333333333,False
MEDIO ATRATO,2,0,0,0,0.8,0.0,0.8,False
PUERTO NARINO,16,0,0,0,6.4,0.0,3.2,False
PULI,39,0,0,0,15.600000000000001,0.0,5.2,False
JURADO,2,0,0,0,0.8,0.0,0.8,False
FUNES,18,0,0,0,7.2,0.0,2.4,False
GALAN,11,0,0,0,4.4,0.0,1.4666666666666668,False
EL GUACAMAYO,11,0,0,0,4.4,0.0,1.4666666666666668,False
EL GUAMO,17,0,0,0,6.800000000000001,0.0,2.2666666666666666,False
EL LITORAL DEL SAN JUAN,5,0,0,0,2.0,0.0,2.0,False
EL PENOL,18,0,0,0,7.200000000000001,0.0,2.88,False
EL PINON,22,0,0,0,8.8,0.0,3.5200000000000005,False
EL ROBLE,22,0,0,0,8.8,0.0,2.9333333333333336,False
EL ROSARIO,14,0,0,0,5.6000000000000005,0.0,2.8,False
CONFINES,13,0,0,0,5.2,0.0,2.08,False
MARQUETALIA,22,0,0,0,8.8,0.0,4.3999999999999995,False
SURATA,26,0,0,0,10.4,0.0,4.16,False
SUSACON,10,0,0,0,4.0,0.0,2.0,False
SUTAMARCHAN,18,0,0,0,7.200000000000001,0.0,2.88,False
SUTATENZA,20,0,0,0,8.0,0.0,2.6666666666666665,False
ARROYOHONDO,12,0,0,0,4.800000000000001,0.0,1.92,False
ATRATO,22,0,0,0,8.8,0.0,2.9333333333333336,False
BAGADO,6,0,0,0,2.4000000000000004,0.0,1.2000000000000002,False
MONGUI,18,0,0,0,7.200000000000001,0.0,3.5999999999999996,False
EL CANTON DEL SAN PABLO,5,0,0,0,2.0,0.0,1.0,False
EL CARMEN DE ATRATO,25,0,0,0,10.0,0.0,3.3333333333333335,False
PUERRES,27,0,0,0,10.8,0.0,3.6,False
MEDIO BAUDO,7,0,0,0,2.8,0.0,2.8,False
MEDIO SAN JUAN,9,0,0,0,3.6,0.0,1.8,False
BAJO BAUDO,17,0,0,0,6.800000000000001,0.0,2.7199999999999998,False
TASCO,17,0,0,0,6.800000000000001,0.0,2.2666666666666666,False
TENERIFE,27,0,0,0,10.8,0.0,3.6,False
TENZA,11,0,0,0,4.4,0.0,1.4666666666666668,False
TEORAMA,14,0,0,0,5.6000000000000005,0.0,2.2399999999999998,False
TIMBIQUI,26,0,0,0,10.4,0.0,3.466666666666667,False
PISBA,12,0,0,0,4.800000000000001,0.0,1.92,False
CONTRATACION,13,0,0,0,5.2,0.0,1.7333333333333334,False
COPER,16,0,0,0,6.4,0.0,2.56,False
CORRALES,17,0,0,0,6.800000000000001,0.0,2.2666666666666666,False
COVARACHIA,6,0,0,0,2.4000000000000004,0.0,1.6000000000000003,False
CRAVO NORTE,23,0,0,0,9.200000000000001,0.0,3.0666666666666664,False
MILAN,26,0,0,0,10.4,0.0,3.466666666666667,False
MOLAGAVITA,12,0,0,0,4.800000000000001,0.0,1.92,False
CUMBITARA,27,0,0,0,10.8,0.0,4.32,False
PAUNA,27,0,0,0,10.8,0.0,3.6,False
PAYA,16,0,0,0,6.4,0.0,2.1333333333333333,False
PAZ DE RIO,5,0,0,0,2.0,0.0,1.0,False
SUPATA,29,0,0,0,11.600000000000001,0.0,3.8666666666666667,False
PEDRAZA,10,0,0,0,4.0,0.0,2.0,False
PELAYA,35,0,0,0,14.0,0.0,4.666666666666667,False
PEQUE,10,0,0,0,4.0,0.0,2.0,False
PIJAO,19,0,0,0,7.6000000000000005,0.0,2.533333333333333,False
PINCHOTE,24,0,0,0,9.600000000000001,0.0,3.1999999999999997,False
TIPACOQUE,16,0,0,0,6.4,0.0,2.56,False
ARBOLEDAS,16,0,0,0,6.4,0.0,2.1333333333333333,False
GUACA,14,0,0,0,5.6000000000000005,0.0,2.8,False
IMUES,34,0,0,0,13.600000000000001,0.0,4.533333333333333,False
PALMAS DEL SOCORRO,17,0,0,0,6.800000000000001,0.0,2.2666666666666666,False
EL COCUY,4,0,0,0,1.6,0.0,0.8,False
EL ESPINO,6,0,0,0,2.4000000000000004,0.0,1.2000000000000002,False
MONTECRISTO,19,0,0,0,7.6000000000000005,0.0,2.5333333333333337,False
MORELIA,10,0,0,0,4.0,0.0,2.0,False
MURINDO,12,0,0,0,4.8,0.0,2.4,False
MUTISCUA,17,0,0,0,6.800000000000001,0.0,2.2666666666666666,False
PAMPLONITA,29,0,0,0,11.600000000000001,0.0,3.8666666666666667,False
PANQUEBA,3,0,0,0,1.2000000000000002,0.0,1.2000000000000002,False
PARAMO,15,0,0,0,6.0,0.0,2.4,False
CUBARA,15,0,0,0,6.000000000000001,0.0,2.0,False
IZA,16,0,0,0,6.4,0.0,2.56,False
JAMBALO,24,0,1,1,9.9,0.0,2.8285714285714287,False
JESUS MARIA,10,0,0,0,4.0,0.0,2.0,False
TONA,26,0,0,0,10.400000000000002,0.0,3.466666666666667,False
TOPAGA,21,0,0,0,8.4,0.0,2.8000000000000003,False
TOTA,24,0,0,0,9.600000000000001,0.0,3.1999999999999997,False
NOVITA,18,0,0,0,7.2,0.0,2.4,False
NUQUI,25,0,0,0,10.0,0.0,3.3333333333333335,False
OSPINA,16,0,0,0,6.4,0.0,2.1333333333333333,False
PACHAVITA,8,0,0,0,3.2,0.0,1.28,False
PACOA,1,0,0,0,0.4,0.0,0.8,False
PADILLA,26,0,0,0,10.4,0.0,3.4666666666666663,False
PAIME,31,0,0,0,12.400000000000002,0.0,4.133333333333334,False
PAJARITO,26,0,0,0,10.4,0.0,3.466666666666667,False
PALMAR,8,0,0,0,3.2,0.0,2.1333333333333333,False
TUNUNGUA,11,0,0,0,4.4,0.0,2.9333333333333336,False
TUTAZA,8,0,0,0,3.2,0.0,1.5999999999999999,False
UMBITA,11,0,0,0,4.4,0.0,1.4666666666666668,False
UNION PANAMERICANA,25,0,0,0,10.0,0.0,3.3333333333333335,False
URUMITA,28,0,0,0,11.200000000000001,0.0,3.733333333333333,False
GUAYATA,15,0,0,0,6.0,0.0,3.0,False
OLAYA,8,0,0,0,3.2,0.0,1.6,False
OLAYA HERRERA,8,0,0,0,3.2,0.0,1.6,False
DURANIA,10,0,0,0,4.0,0.0,1.3333333333333333,False
EL AGUILA,15,0,0,0,6.0,0.0,12.9,False
EL CAIRO,35,0,0,0,14.000000000000002,0.0,26.515,False
EL CALVARIO,11,0,0,0,4.4,0.0,1.7600000000000002,False
NATAGA,18,0,0,0,7.2,0.0,2.4,False
NIMAIMA,37,0,0,0,14.8,0.0,4.933333333333334,False
NORCASIA,19,0,0,0,7.6000000000000005,0.0,2.5333333333333337,False
GUICAN,4,0,0,0,1.6,0.0,1.0666666666666667,False
HACARI,3,0,0,0,1.2000000000000002,0.0,1.2000000000000002,False
HATO,12,0,0,0,4.800000000000001,0.0,1.6000000000000003,False
HELICONIA,17,0,0,0,6.800000000000001,0.0,2.7199999999999998,False
HERRAN,12,0,0,0,4.800000000000001,0.0,1.5999999999999999,False
GONZALEZ,14,0,0,0,5.6000000000000005,0.0,2.8,False
GRAMALOTE,4,0,0,0,1.6,0.0,1.0666666666666667,False
VALENCIA,17,0,0,0,6.800000000000001,0.0,2.2666666666666666,False
AGUADA,7,0,0,0,2.8000000000000003,0.0,1.866666666666667,False
ACHI,15,0,0,0,6.0,0.0,2.0,False
ALMAGUER,35,0,0,0,14.000000000000002,0.0,4.666666666666667,False
ALMEIDA,7,0,0,0,2.8,0.0,1.8666666666666665,False
ALTAMIRA,19,0,0,0,7.600000000000001,0.0,3.04,False
,4,0,0,0,1.6,0.0,1.0666666666666667,False
